-6.429378813407305993e-01,-2.420116924715533191e+00,-8.226927899495750651e+00,6.084422865617627352e+00,-3.008558725475122930e+00,-1.496116978429284927e+00,9.933921690094811296e-01,1.280338400879197591e+00,-3.301725558234926083e+00,1.462549331972110123e+00
-3.497914513073237863e+00,1.320284233575446331e+00,-7.323820997873100591e-01,-2.995940318230934096e-01,8.235744658146640917e-01,-3.879660415352542691e-01,-2.395450748658803253e+00,5.453402327639739200e-02,1.181705900563296135e-01,8.099415672107621589e-01
-4.828012532649540667e+00,1.507737087739597470e+00,3.148528943840966487e+00,-4.015127345347696775e+00,-1.401122168483288633e-01,-2.081033625874931126e+00,-3.002859402433070368e+00,-1.489235483964525875e+00,1.233691074896671180e+00,-1.729025674508261723e+00
5.282411255111981951e+00,-3.439461352857003718e+00,2.023559640392232239e+00,-7.066701978896087200e-01,-3.897285406002724883e+00,-1.617441923654068692e+00,4.535072587183171855e+00,-1.172777181927009194e+00,-4.636290371302503877e-01,-3.626766679204066701e+00
6.838146867401729168e+00,-2.569737739407410348e+00,3.086587284536975062e+00,-8.110786848460952436e-01,-1.882813715694867440e+00,3.282291249988167348e-01,4.719302697433660931e+00,-6.551471844863981930e-01,2.466227672378016600e-01,-2.539964602895770973e+00
9.179796632631244124e-01,-1.587685826172253512e+00,-5.378106954110154492e-01,3.672803122027377132e-01,-2.226365686863450932e+00,-1.381310178244883557e+00,1.376673074931777263e+00,-4.418015209435888213e-01,-7.100138426242021961e-01,-1.385515859057426802e+00
8.119501777560805822e-01,4.530028226787619072e-02,9.244694137844802762e-03,2.987174659375019248e-01,4.434901477116252599e-01,6.093743260078096080e-01,3.344064317189062718e-01,2.317265212405239250e-01,5.984319021855636495e-02,3.601920874975594877e-01
-4.469527123977141136e-01,-2.622428360374702283e+00,-8.326286565302035925e+00,6.185961182230205857e+00,-3.251091384411162188e+00,-1.610255987944178901e+00,1.203249421203136160e+00,1.254838195112881305e+00,-3.397121232641174160e+00,1.333982741724273335e+00
1.178974377541700758e+00,2.887788467460612019e+00,-2.535231948974758232e-01,1.407187372572969997e+00,5.554778641039892051e+00,4.775623405087980444e+00,-1.265653543821988025e+00,1.954219123559308935e+00,1.079566399499805041e+00,4.320627960590345928e+00
-2.304601286315376640e+00,-5.635293516544219727e-01,-9.089846209353540096e-02,-9.084061211893186272e-01,-1.996988984880104789e+00,-2.300815434631427348e+00,-6.820246031471867143e-01,-8.715990229801764411e-01,-3.531186867092006021e-01,-1.545578615822274848e+00
